-------------------------------------------------------------------------------------------------------------------------------------------------
At. num | Ion Charge | El. Name      | Ground Shells (a)    | Ground Level        |      Ionization Energy (b) (eV)      | Uncertainty (c) (eV) |
     69 |         +4 | Thulium       | [Xe].4f11            | 4I*<15/2>           |      [65.4]                          |     0.3              |
     69 |         +5 | Thulium       | [Cd].4f11.5p5        | 5I<8>               |      (98)                            |     5                |
     69 |         +6 | Thulium       | [Cd].4f11.5p4        | *                   |     (116)                            |     6                |
     69 |         +7 | Thulium       | [Cd].4f11.5p3        |                     |     (133)                            |     7                |
     69 |         +8 | Thulium       | [Cd].4f11.5p2        | *                   |     (160)                            |     8                |
     69 |         +9 | Thulium       | [Cd].4f11.5p         |                     |     (180)                            |     9                |
     69 |        +10 | Thulium       | [Cd].4f11            | 4I*<15/2>           |     (205)                            |    10                |
     69 |        +11 | Thulium       | [Cd].4f10            |                     |     (239)                            |    12                |
     69 |        +12 | Thulium       | [Cd].4f9             | *                   |     (274)                            |    14                |
     69 |        +13 | Thulium       | [Kr].4d10.4f9.5s     | *                   |     (295)                            |    15                |
     69 |        +14 | Thulium       | [Kr].4d10.4f9        | 6H*<15/2>           |     (317)                            |    16                |
     69 |        +15 | Thulium       | [Kr].4d10.4f8        | 7F<6>               |     (352)                            |    17                |
     69 |        +16 | Thulium       | [Kr].4d10.4f7        | 8S*<7/2>            |     (387)                            |    20                |
     69 |        +17 | Thulium       | [Kr].4d10.4f6        | 7F0                 |     (424)                            |    21                |
     69 |        +18 | Thulium       | [Kr].4d10.4f5        | 6H*<5/2>            |     (460)                            |    24                |
     69 |        +19 | Thulium       | [Kr].4d10.4f4        | 5I<4>               |     (496)                            |    25                |
     69 |        +20 | Thulium       | [Kr].4d10.4f3        | 4I*<9/2>            |     (530)                            |    30                |
     69 |        +21 | Thulium       | [Kr].4d10.4f2        | 3H<4>               |     (570)                            |    30                |
     69 |        +22 | Thulium       | [Kr].4d10.4f         | 2F*<5/2>            |     (603)                            |     6                |
     69 |        +23 | Thulium       | [Kr].4d10            | 1S0                 |     (825)                            |     4                |
     69 |        +24 | Thulium       | [Kr].4d9             | 2D<5/2>             |     (866)                            |     4                |
     69 |        +25 | Thulium       | [Kr].4d8             | 3F<4>               |     (911)                            |     4                |
     69 |        +26 | Thulium       | [Kr].4d7             | 4F<9/2>             |     (958)                            |     4                |
     69 |        +27 | Thulium       | [Kr].4d6             | 5D<4>               |    (1004)                            |     4                |
     69 |        +28 | Thulium       | [Kr].4d5             | 6S<5/2>             |    (1050)                            |     4                |
     69 |        +29 | Thulium       | [Kr].4d4             | 5D0                 |    (1110)                            |     4                |
     69 |        +30 | Thulium       | [Kr].4d3             | 4F<3/2>             |    (1157)                            |     4                |
     69 |        +31 | Thulium       | [Kr].4d2             | 3F<2>               |    (1207)                            |     4                |
     69 |        +32 | Thulium       | [Kr].4d              | 2D<3/2>             |    (1255)                            |     4                |
     69 |        +33 | Thulium       | [Ar].3d10.4s2.4p6    | 1S0                 |    (1442)                            |     5                |
     69 |        +34 | Thulium       | [Ar].3d10.4s2.4p5    | 2P*<3/2>            |    (1490)                            |     5                |
     69 |        +35 | Thulium       | [Ar].3d10.4s2.4p4    | 3P<2>               |    (1542)                            |     5                |
     69 |        +36 | Thulium       | [Ar].3d10.4s2.4p3    | 4S*<3/2>            |    (1591)                            |     5                |
     69 |        +37 | Thulium       | [Ar].3d10.4s2.4p2    | 3P0                 |    (1706)                            |     4                |
     69 |        +38 | Thulium       | [Ar].3d10.4s2.4p     | 2P*<1/2>            |    (1761)                            |     4                |
     69 |        +39 | Thulium       | [Ar].3d10.4s2        | 1S0                 |    (1889)                            |     4                |
     69 |        +40 | Thulium       | [Ar].3d10.4s         | 2S<1/2>             |    [1945.2]                          |     1.0              |
     69 |        +41 | Thulium       | [Ar].3d10            | 1S0                 |    (3298)                            |     4                |
     69 |        +42 | Thulium       | [Ar].3d9             | 2D<5/2>             |    (3409)                            |     4                |
     69 |        +43 | Thulium       | [Ar].3d8             | 3F<4>               |    (3528)                            |     4                |
     69 |        +44 | Thulium       | [Ar].3d7             | 4F<9/2>             |    (3653)                            |     4                |
     69 |        +45 | Thulium       | [Ar].3d6             | <4>                 |    (3775)                            |     4                |
     69 |        +46 | Thulium       | [Ar].3d5             | <5/2>               |    (3895)                            |     4                |
     69 |        +47 | Thulium       | [Ar].3d4             | 5D0                 |    (4075)                            |     4                |
     69 |        +48 | Thulium       | [Ar].3d3             | 4F<3/2>             |    (4199)                            |     4                |
     69 |        +49 | Thulium       | [Ar].3d2             | 3F<2>               |    (4335)                            |     4                |
     69 |        +50 | Thulium       | [Ar].3d              | 2D<3/2>             |    (4461)                            |     4                |
     69 |        +51 | Thulium       | [Ne].3s2.3p6         | 1S0                 |    (4812)                            |     4                |
     69 |        +52 | Thulium       | [Ne].3s2.3p5         | 2P*<3/2>            |    (4922)                            |     4                |
     69 |        +53 | Thulium       | [Ne].3s2.3p4         | 3P<2>               |    (5044)                            |     5                |
     69 |        +54 | Thulium       | [Ne].3s2.3p3         | 2P*<3/2>            |    (5157)                            |     5                |
     69 |        +55 | Thulium       | [Ne].3s2.3p2         | 3P0                 |    (5527)                            |     5                |
     69 |        +56 | Thulium       | [Ne].3s2.3p          | 2P*<1/2>            |    (5656)                            |     5                |
     69 |        +57 | Thulium       | [Ne].3s2             | 1S0                 |    (5901)                            |     6                |
     69 |        +58 | Thulium       | [Ne].3s              | 2S<1/2>             |    (6023)                            |     6                |
     69 |        +59 | Thulium       | 1s2.2s2.2p6          | 1S0                 |   (13347)                            |     7                |
     69 |        +60 | Thulium       | 1s2.2s2.2p5          | 2P*<3/2>            |   (13651)                            |    10                |
     69 |        +61 | Thulium       | 1s2.2s2.2p4          | 3P<2>               |   (13988)                            |    12                |
     69 |        +62 | Thulium       | 1s2.2s2.2p3          | (0,3/2)*<3/2>       |   (14300)                            |    15                |
     69 |        +63 | Thulium       | 1s2.2s2.2p2          | 3P0                 |   (15663)                            |    19                |
     69 |        +64 | Thulium       | 1s2.2s2.2p           | 2P*<1/2>            |   (16036)                            |    24                |
     69 |        +65 | Thulium       | 1s2.2s2              | 1S0                 |   (16510)                            |    30                |
     69 |        +66 | Thulium       | 1s2.2s               | 2S<1/2>             |   (16814.34)                         |     0.14             |
     69 |        +67 | Thulium       | 1s2                  | 1S0                 |   (67965.26)                         |     0.06             |
     69 |        +68 | Thulium       | 1s                   | 2S<1/2>             |   (69387.45)                         |     0.09             |
     70 |          0 | Ytterbium     | [Xe].4f14.6s2        | 1S0                 |        6.254160                      |     0.000012         |
     70 |         +1 | Ytterbium     | [Xe].4f14.6s         | 2S<1/2>             |       12.179185                      |     0.000025         |
     70 |         +2 | Ytterbium     | [Xe].4f14            | 1S0                 |      [25.053]                        |     0.025            |
     70 |         +3 | Ytterbium     | [Xe].4f13            | 2F*<7/2>            |      [43.61]                         |     0.04             |
     70 |         +4 | Ytterbium     | [Xe].4f12            | 3H<6>               |      [65.6]                          |     0.3              |
     70 |         +5 | Ytterbium     | [Cd].4f12.5p5        | *                   |      (99)                            |     5                |
     70 |         +6 | Ytterbium     | [Cd].4f12.5p4        |                     |     (117)                            |     6                |
     70 |         +7 | Ytterbium     | [Cd].4f12.5p3        | *                   |     (135)                            |     7                |
     70 |         +8 | Ytterbium     | [Cd].4f12.5p2        |                     |     (163)                            |     8                |
     70 |         +9 | Ytterbium     | [Cd].4f12.5p         | *                   |     (182)                            |     9                |
     70 |        +10 | Ytterbium     | [Cd].4f12            | 3H<6>               |     (209)                            |    10                |
     70 |        +11 | Ytterbium     | [Cd].4f11            | 4I*<15/2>           |     (244)                            |    12                |
     70 |        +12 | Ytterbium     | [Cd].4f10            |                     |     (279)                            |    14                |
     70 |        +13 | Ytterbium     | [Kr].4d10.4f10.5s    |                     |     (301)                            |    15                |
     70 |        +14 | Ytterbium     | [Kr].4d10.4f10       |                     |     (324)                            |    16                |
     70 |        +15 | Ytterbium     | [Kr].4d10.4f9        | 6H*<15/2>           |     (360)                            |    19                |
     70 |        +16 | Ytterbium     | [Kr].4d10.4f8        | 7F<6>               |     (396)                            |    20                |
     70 |        +17 | Ytterbium     | [Kr].4d10.4f7        | 8S*<7/2>            |     (431)                            |    21                |
     70 |        +18 | Ytterbium     | [Kr].4d10.4f6        | 7F0                 |     (469)                            |    24                |
     70 |        +19 | Ytterbium     | [Kr].4d10.4f5        | 6H*<5/2>            |     (505)                            |    25                |
     70 |        +20 | Ytterbium     | [Kr].4d10.4f4        | 5I<4>               |     (540)                            |    30                |
     70 |        +21 | Ytterbium     | [Kr].4d10.4f3        | 4I*<9/2>            |     (580)                            |    30                |
     70 |        +22 | Ytterbium     | [Kr].4d10.4f2        | 3H<4>               |     (610)                            |    30                |
     70 |        +23 | Ytterbium     | [Kr].4d10.4f         | 2F*<5/2>            |     (651)                            |     6                |
     70 |        +24 | Ytterbium     | [Kr].4d10            | 1S0                 |     (882)                            |     4                |
     70 |        +25 | Ytterbium     | [Kr].4d9             | 2D<5/2>             |     (924)                            |     4                |
     70 |        +26 | Ytterbium     | [Kr].4d8             | 3F<4>               |     (971)                            |     4                |
     70 |        +27 | Ytterbium     | [Kr].4d7             | 4F<9/2>             |    (1019)                            |     4                |
     70 |        +28 | Ytterbium     | [Kr].4d6             | 5D<4>               |    (1065)                            |     4                |
     70 |        +29 | Ytterbium     | [Kr].4d5             | 6S<5/2>             |    (1114)                            |     4                |
     70 |        +30 | Ytterbium     | [Kr].4d4             | 5D0                 |    (1175)                            |     4                |
     70 |        +31 | Ytterbium     | [Kr].4d3             | 4F<3/2>             |    (1224)                            |     4                |
     70 |        +32 | Ytterbium     | [Kr].4d2             | 3F<2>               |    (1275)                            |     4                |
     70 |        +33 | Ytterbium     | [Kr].4d              | 2D<3/2>             |    (1324)                            |     5                |
     70 |        +34 | Ytterbium     | [Ar].3d10.4s2.4p6    | 1S0                 |    (1516)                            |     5                |
     70 |        +35 | Ytterbium     | [Ar].3d10.4s2.4p5    | 2P*<3/2>            |    (1564)                            |     5                |
     70 |        +36 | Ytterbium     | [Ar].3d10.4s2.4p4    | 3P<2>               |    (1618)                            |     5                |
     70 |        +37 | Ytterbium     | [Ar].3d10.4s2.4p3    | 4S*<3/2>            |    (1668)                            |     4                |
     70 |        +38 | Ytterbium     | [Ar].3d10.4s2.4p2    | 3P0                 |    (1789)                            |     4                |
     70 |        +39 | Ytterbium     | [Ar].3d10.4s2.4p     | 2P*<1/2>            |    (1845)                            |     4                |
     70 |        +40 | Ytterbium     | [Ar].3d10.4s2        | 1S0                 |    (1978)                            |     4                |
     70 |        +41 | Ytterbium     | [Ar].3d10.4s         | 2S<1/2>             |    [2036.4]                          |     1.0              |
     70 |        +42 | Ytterbium     | [Ar].3d10            | 1S0                 |    (3443)                            |     4                |
     70 |        +43 | Ytterbium     | [Ar].3d9             | 2D<5/2>             |    (3555)                            |     4                |
     70 |        +44 | Ytterbium     | [Ar].3d8             | 3F<4>               |    (3677)                            |     4                |
     70 |        +45 | Ytterbium     | [Ar].3d7             | 4F<9/2>             |    (3805)                            |     4                |
     70 |        +46 | Ytterbium     | [Ar].3d6             | <4>                 |    (3929)                            |     4                |
     70 |        +47 | Ytterbium     | [Ar].3d5             | <5/2>               |    (4051)                            |     4                |
     70 |        +48 | Ytterbium     | [Ar].3d4             | 5D0                 |    (4238)                            |     4                |
     70 |        +49 | Ytterbium     | [Ar].3d3             | 4F<3/2>             |    (4364)                            |     4                |
     70 |        +50 | Ytterbium     | [Ar].3d2             | 3F<2>               |    (4502)                            |     4                |
     70 |        +51 | Ytterbium     | [Ar].3d              | 2D<3/2>             |    (4630)                            |     4                |
     70 |        +52 | Ytterbium     | [Ne].3s2.3p6         | 1S0                 |    (4988)                            |     4                |
     70 |        +53 | Ytterbium     | [Ne].3s2.3p5         | 2P*<3/2>            |    (5101)                            |     5                |
     70 |        +54 | Ytterbium     | [Ne].3s2.3p4         | 3P<2>               |    (5224)                            |     5                |
     70 |        +55 | Ytterbium     | [Ne].3s2.3p3         | 2P*<3/2>            |    (5339)                            |     5                |
     70 |        +56 | Ytterbium     | [Ne].3s2.3p2         | 3P0                 |    (5731)                            |     5                |
     70 |        +57 | Ytterbium     | [Ne].3s2.3p          | 2P*<1/2>            |    (5860)                            |     6                |
     70 |        +58 | Ytterbium     | [Ne].3s2             | 1S0                 |    (6111)                            |     6                |
     70 |        +59 | Ytterbium     | [Ne].3s              | 2S<1/2>             |    (6236)                            |     7                |
     70 |        +60 | Ytterbium     | 1s2.2s2.2p6          | 1S0                 |   (13784)                            |    10                |
     70 |        +61 | Ytterbium     | 1s2.2s2.2p5          | 2P*<3/2>            |   (14093)                            |    12                |
     70 |        +62 | Ytterbium     | 1s2.2s2.2p4          | 3P<2>               |   (14435)                            |    15                |
     70 |        +63 | Ytterbium     | 1s2.2s2.2p3          | (0,3/2)*<3/2>       |   (14752)                            |    19                |
     70 |        +64 | Ytterbium     | 1s2.2s2.2p2          | 3P0                 |   (16191)                            |    24                |
     70 |        +65 | Ytterbium     | 1s2.2s2.2p           | 2P*<1/2>            |   (16570)                            |    30                |
     70 |        +66 | Ytterbium     | 1s2.2s2              | 1S0                 |   (17050)                            |    40                |
     70 |        +67 | Ytterbium     | 1s2.2s               | 2S<1/2>             |   (17365.44)                         |     0.15             |
     70 |        +68 | Ytterbium     | 1s2                  | 1S0                 |   (70123.04)                         |     0.07             |
     70 |        +69 | Ytterbium     | 1s                   | 2S<1/2>             |   (71574.63)                         |     0.10             |
     71 |          0 | Lutetium      | [Xe].4f14.5d.6s2     | 2D<3/2>             |        5.425871                      |     0.000012         |
     71 |         +1 | Lutetium      | [Xe].4f14.6s2        | 1S0                 |      [14.13]                         |     0.05             |
     71 |         +2 | Lutetium      | [Xe].4f14.6s         | 2S<1/2>             |       20.9594                        |     0.0012           |
     71 |         +3 | Lutetium      | [Xe].4f14            | 1S0                 |      [45.249]                        |     0.025            |
     71 |         +4 | Lutetium      | [Xe].4f13            | 2F*<7/2>            |      [66.8]                          |     0.3              |
     71 |         +5 | Lutetium      | [Xe].4f12            | 3H<6>               |      (98)                            |     5                |
     71 |         +6 | Lutetium      | [Cd].4f13.5p4        | *                   |     (117)                            |     6                |
     71 |         +7 | Lutetium      | [Cd].4f13.5p3        |                     |     (136)                            |     7                |
     71 |         +8 | Lutetium      | [Cd].4f13.5p2        | 4F*<7/2>            |     (159)                            |     8                |
     71 |         +9 | Lutetium      | [Cd].4f12.5p2        |                     |     (185)                            |     9                |
     71 |        +10 | Lutetium      | [Cd].4f12.5p         | *                   |     (205)                            |    10                |
     71 |        +11 | Lutetium      | [Cd].4f12            | 3H<6>               |     (238)                            |    12                |
     71 |        +12 | Lutetium      | [Cd].4f11            | 4I*<15/2>           |     (276)                            |    14                |
     71 |        +13 | Lutetium      | [Cd].4f10            |                     |     (305)                            |    15                |
     71 |        +14 | Lutetium      | [Kr].4d10.4f10.5s    |                     |     (328)                            |    16                |
     71 |        +15 | Lutetium      | [Kr].4d10.4f10       |                     |     (361)                            |    19                |
     71 |        +16 | Lutetium      | [Kr].4d10.4f9        | 6H*<15/2>           |     (399)                            |    20                |
     71 |        +17 | Lutetium      | [Kr].4d10.4f8        | 7F<6>               |     (438)                            |    22                |
     71 |        +18 | Lutetium      | [Kr].4d10.4f7        | 8S*<7/2>            |     (476)                            |    24                |
     71 |        +19 | Lutetium      | [Kr].4d10.4f6        | 7F0                 |     (520)                            |    30                |
     71 |        +20 | Lutetium      | [Kr].4d10.4f5        | 6H*<5/2>            |     (560)                            |    30                |
     71 |        +21 | Lutetium      | [Kr].4d10.4f4        | 5I<4>               |     (600)                            |    30                |
     71 |        +22 | Lutetium      | [Kr].4d10.4f3        | 4I*<9/2>            |     (630)                            |    30                |
     71 |        +23 | Lutetium      | [Kr].4d10.4f2        | 3H<4>               |     (670)                            |    30                |
     71 |        +24 | Lutetium      | [Kr].4d10.4f         | 2F*<5/2>            |     (713)                            |     7                |
     71 |        +25 | Lutetium      | [Kr].4d10            | 1S0                 |     (941)                            |     4                |
     71 |        +26 | Lutetium      | [Kr].4d9             | 2D<5/2>             |     (985)                            |     4                |
     71 |        +27 | Lutetium      | [Kr].4d8             | 3F<4>               |    (1032)                            |     4                |
     71 |        +28 | Lutetium      | [Kr].4d7             | 4F<9/2>             |    (1081)                            |     4                |
     71 |        +29 | Lutetium      | [Kr].4d6             | 5D<4>               |    (1130)                            |     4                |
     71 |        +30 | Lutetium      | [Kr].4d5             | 6S<5/2>             |    (1178)                            |     4                |
     71 |        +31 | Lutetium      | [Kr].4d4             | 5D0                 |    (1242)                            |     4                |
     71 |        +32 | Lutetium      | [Kr].4d3             | 4F<3/2>             |    (1292)                            |     4                |
     71 |        +33 | Lutetium      | [Kr].4d2             | 3F<2>               |    (1345)                            |     5                |
     71 |        +34 | Lutetium      | [Kr].4d              | 2D<3/2>             |    (1395)                            |     5                |
     71 |        +35 | Lutetium      | [Ar].3d10.4s2.4p6    | 1S0                 |    (1591)                            |     5                |
     71 |        +36 | Lutetium      | [Ar].3d10.4s2.4p5    | 2P*<3/2>            |    (1641)                            |     5                |
     71 |        +37 | Lutetium      | [Ar].3d10.4s2.4p4    | 3P<2>               |    (1696)                            |     4                |
     71 |        +38 | Lutetium      | [Ar].3d10.4s2.4p3    | 4S*<3/2>            |    (1747)                            |     4                |
     71 |        +39 | Lutetium      | [Ar].3d10.4s2.4p2    | 3P0                 |    (1875)                            |     4                |
     71 |        +40 | Lutetium      | [Ar].3d10.4s2.4p     | 2P*<1/2>            |    (1933)                            |     4                |
     71 |        +41 | Lutetium      | [Ar].3d10.4s2        | 1S0                 |    (2067)                            |     4                |
     71 |        +42 | Lutetium      | [Ar].3d10.4s         | 2S<1/2>             |    [2125.5]                          |     1.1              |
     71 |        +43 | Lutetium      | [Ar].3d10            | 1S0                 |    (3590)                            |     4                |
     71 |        +44 | Lutetium      | [Ar].3d9             | 2D<5/2>             |    (3706)                            |     4                |
     71 |        +45 | Lutetium      | [Ar].3d8             | 3F<4>               |    (3828)                            |     4                |
     71 |        +46 | Lutetium      | [Ar].3d7             | 4F<9/2>             |    (3960)                            |     4                |
     71 |        +47 | Lutetium      | [Ar].3d6             | <4>                 |    (4086)                            |     4                |
     71 |        +48 | Lutetium      | [Ar].3d5             | <5/2>               |    (4211)                            |     4                |
     71 |        +49 | Lutetium      | [Ar].3d4             | 5D0                 |    (4403)                            |     4                |
     71 |        +50 | Lutetium      | [Ar].3d3             | 4F<3/2>             |    (4532)                            |     4                |
     71 |        +51 | Lutetium      | [Ar].3d2             | 3F<2>               |    (4673)                            |     4                |
     71 |        +52 | Lutetium      | [Ar].3d              | 2D<3/2>             |    (4803)                            |     4                |
     71 |        +53 | Lutetium      | [Ne].3s2.3p6         | 1S0                 |    (5168)                            |     5                |
     71 |        +54 | Lutetium      | [Ne].3s2.3p5         | 2P*<3/2>            |    (5282)                            |     5                |
     71 |        +55 | Lutetium      | [Ne].3s2.3p4         | 3P<2>               |    (5408)                            |     5                |
     71 |        +56 | Lutetium      | [Ne].3s2.3p3         | 2P*<3/2>            |    (5525)                            |     5                |
     71 |        +57 | Lutetium      | [Ne].3s2.3p2         | 3P0                 |    (5937)                            |     6                |
     71 |        +58 | Lutetium      | [Ne].3s2.3p          | 2P*<1/2>            |    (6070)                            |     6                |
     71 |        +59 | Lutetium      | [Ne].3s2             | 1S0                 |    (6326)                            |     7                |
     71 |        +60 | Lutetium      | [Ne].3s              | 2S<1/2>             |    (6452)                            |    10                |
     71 |        +61 | Lutetium      | 1s2.2s2.2p6          | 1S0                 |   (14228)                            |    12                |
     71 |        +62 | Lutetium      | 1s2.2s2.2p5          | 2P*<3/2>            |   (14542)                            |    15                |
     71 |        +63 | Lutetium      | 1s2.2s2.2p4          | 3P<2>               |   (14890)                            |    19                |
     71 |        +64 | Lutetium      | 1s2.2s2.2p3          | (0,3/2)*<3/2>       |   (15211)                            |    24                |
     71 |        +65 | Lutetium      | 1s2.2s2.2p2          | 3P0                 |   (16730)                            |    30                |
     71 |        +66 | Lutetium      | 1s2.2s2.2p           | 2P*<1/2>            |   (17120)                            |    40                |
     71 |        +67 | Lutetium      | 1s2.2s2              | 1S0                 |   (17610)                            |    40                |
     71 |        +68 | Lutetium      | 1s2.2s               | 2S<1/2>             |   (17928.05)                         |     0.16             |
     71 |        +69 | Lutetium      | 1s2                  | 1S0                 |   (72322.91)                         |     0.22             |
     71 |        +70 | Lutetium      | 1s                   | 2S<1/2>             |   (73804.35)                         |     0.24             |
     72 |          0 | Hafnium       | [Xe].4f14.5d2.6s2    | 3F<2>               |        6.825070                      |     0.000012         |
     72 |         +1 | Hafnium       | [Xe].4f14.5d.6s2     | 2D<3/2>             |      (14.61)                         |     0.04             |
     72 |         +2 | Hafnium       | [Xe].4f14.5d2        | 3F<2>               |      (22.55)                         |     0.04             |
     72 |         +3 | Hafnium       | [Xe].4f14.5d         | 2D<3/2>             |      [33.370]                        |     0.025            |
     72 |         +4 | Hafnium       | [Xe].4f14            | 1S0                 |      [68.37]                         |     0.04             |
     72 |         +5 | Hafnium       | [Xe].4f13            | 2F*<7/2>            |      (98)                            |     5                |
     72 |         +6 | Hafnium       | [Cd].4f13.5p5        |                     |     (118)                            |     6                |
     72 |         +7 | Hafnium       | [Cd].4f13.5p4        | *                   |     (137)                            |     7                |
     72 |         +8 | Hafnium       | [Cd].4f13.5p3        |                     |     (157)                            |     8                |
     72 |         +9 | Hafnium       | [Cd].4f13.5p2        | 4F*<7/2>            |     (187)                            |     9                |
     72 |        +10 | Hafnium       | [Cd].4f12.5p2        |                     |     (209)                            |    10                |
     72 |        +11 | Hafnium       | [Cd].4f12.5p         | *                   |     (230)                            |    12                |
     72 |        +12 | Hafnium       | [Cd].4f12            | 3H<6>               |     (270)                            |    14                |
     72 |        +13 | Hafnium       | [Cd].4f11            | 4I*<15/2>           |     (310)                            |    15                |
     72 |        +14 | Hafnium       | [Kr].4d10.4f11.5s    | 5I*<8>              |     (334)                            |    16                |
     72 |        +15 | Hafnium       | [Kr].4d10.4f11       | *                   |     (359)                            |    17                |
     72 |        +16 | Hafnium       | [Kr].4d10.4f10       |                     |     (399)                            |    20                |
     72 |        +17 | Hafnium       | [Kr].4d10.4f9        | 6H*<15/2>           |     (440)                            |    22                |
     72 |        +18 | Hafnium       | [Kr].4d10.4f8        | 7F<6>               |     (481)                            |    24                |
     72 |        +19 | Hafnium       | [Kr].4d10.4f7        | 8S*<7/2>            |     (520)                            |    30                |
     72 |        +20 | Hafnium       | [Kr].4d10.4f6        | 7F0                 |     (570)                            |    30                |
     72 |        +21 | Hafnium       | [Kr].4d10.4f5        | 6H*<5/2>            |     (610)                            |    30                |
     72 |        +22 | Hafnium       | [Kr].4d10.4f4        | 5I<4>               |     (650)                            |    30                |
     72 |        +23 | Hafnium       | [Kr].4d10.4f3        | 4I*<9/2>            |     (690)                            |    30                |
     72 |        +24 | Hafnium       | [Kr].4d10.4f2        | 3H<4>               |     (730)                            |    40                |
     72 |        +25 | Hafnium       | [Kr].4d10.4f         | 2F*<5/2>            |     (772)                            |     9                |
     72 |        +26 | Hafnium       | [Kr].4d10            | 1S0                 |    (1002)                            |     4                |
     72 |        +27 | Hafnium       | [Kr].4d9             | 2D<5/2>             |    (1047)                            |     4                |
     72 |        +28 | Hafnium       | [Kr].4d8             | 3F<4>               |    (1094)                            |     4                |
     72 |        +29 | Hafnium       | [Kr].4d7             | 4F<9/2>             |    (1146)                            |     4                |
     72 |        +30 | Hafnium       | [Kr].4d6             | 5D<4>               |    (1195)                            |     4                |
     72 |        +31 | Hafnium       | [Kr].4d5             | 6S<5/2>             |    (1245)                            |     4                |
     72 |        +32 | Hafnium       | [Kr].4d4             | 5D0                 |    (1311)                            |     4                |
     72 |        +33 | Hafnium       | [Kr].4d3             | 4F<3/2>             |    (1362)                            |     5                |
     72 |        +34 | Hafnium       | [Kr].4d2             | 3F<2>               |    (1417)                            |     5                |
     72 |        +35 | Hafnium       | [Kr].4d              | 2D<3/2>             |    (1467)                            |     5                |
     72 |        +36 | Hafnium       | [Ar].3d10.4s2.4p6    | 1S0                 |    (1669)                            |     5                |
     72 |        +37 | Hafnium       | [Ar].3d10.4s2.4p5    | 2P*<3/2>            |    (1719)                            |     4                |
     72 |        +38 | Hafnium       | [Ar].3d10.4s2.4p4    | 3P<2>               |    (1776)                            |     4                |
     72 |        +39 | Hafnium       | [Ar].3d10.4s2.4p3    | 4S*<3/2>            |    (1827)                            |     4                |
     72 |        +40 | Hafnium       | [Ar].3d10.4s2.4p2    | 3P0                 |    (1963)                            |     4                |
     72 |        +41 | Hafnium       | [Ar].3d10.4s2.4p     | 2P*<1/2>            |    (2022)                            |     4                |
     72 |        +42 | Hafnium       | [Ar].3d10.4s2        | 1S0                 |    (2159)                            |     4                |
     72 |        +43 | Hafnium       | [Ar].3d10.4s         | 2S<1/2>             |    [2218.9]                          |     1.1              |
     72 |        +44 | Hafnium       | [Ar].3d10            | 1S0                 |    (3741)                            |     4                |
     72 |        +45 | Hafnium       | [Ar].3d9             | 2D<5/2>             |    (3858)                            |     4                |
     72 |        +46 | Hafnium       | [Ar].3d8             | 3F<4>               |    (3984)                            |     4                |
     72 |        +47 | Hafnium       | [Ar].3d7             | 4F<9/2>             |    (4118)                            |     4                |
     72 |        +48 | Hafnium       | [Ar].3d6             | <4>                 |    (4246)                            |     4                |
     72 |        +49 | Hafnium       | [Ar].3d5             | <5/2>               |    (4372)                            |     4                |
     72 |        +50 | Hafnium       | [Ar].3d4             | 5D0                 |    (4573)                            |     4                |
     72 |        +51 | Hafnium       | [Ar].3d3             | 4F<3/2>             |    (4703)                            |     4                |
     72 |        +52 | Hafnium       | [Ar].3d2             | 3F<2>               |    (4846)                            |     4                |
     72 |        +53 | Hafnium       | [Ar].3d              | 2D<3/2>             |    (4980)                            |     5                |
     72 |        +54 | Hafnium       | [Ne].3s2.3p6         | 1S0                 |    (5350)                            |     5                |
     72 |        +55 | Hafnium       | [Ne].3s2.3p5         | 2P*<3/2>            |    (5468)                            |     5                |
     72 |        +56 | Hafnium       | [Ne].3s2.3p4         | 3P<2>               |    (5595)                            |     5                |
     72 |        +57 | Hafnium       | [Ne].3s2.3p3         | 2P*<3/2>            |    (5713)                            |     6                |
     72 |        +58 | Hafnium       | [Ne].3s2.3p2         | 3P0                 |    (6149)                            |     6                |
     72 |        +59 | Hafnium       | [Ne].3s2.3p          | 2P*<1/2>            |    (6284)                            |     7                |
     72 |        +60 | Hafnium       | [Ne].3s2             | 1S0                 |    (6545)                            |    10                |
     72 |        +61 | Hafnium       | [Ne].3s              | 2S<1/2>             |    (6674)                            |    12                |
     72 |        +62 | Hafnium       | 1s2.2s2.2p6          | 1S0                 |   (14678)                            |    15                |
     72 |        +63 | Hafnium       | 1s2.2s2.2p5          | 2P*<3/2>            |   (14999)                            |    19                |
     72 |        +64 | Hafnium       | 1s2.2s2.2p4          | 3P<2>               |   (15351)                            |    24                |
     72 |        +65 | Hafnium       | 1s2.2s2.2p3          | (0,3/2)*<3/2>       |   (15680)                            |    30                |
     72 |        +66 | Hafnium       | 1s2.2s2.2p2          | 3P0                 |   (17280)                            |    40                |
     72 |        +67 | Hafnium       | 1s2.2s2.2p           | 2P*<1/2>            |   (17680)                            |    40                |
     72 |        +68 | Hafnium       | 1s2.2s2              | 1S0                 |   (18180)                            |    50                |
     72 |        +69 | Hafnium       | 1s2.2s               | 2S<1/2>             |   (18502.32)                         |     0.17             |
     72 |        +70 | Hafnium       | 1s2                  | 1S0                 |   (74565.93)                         |     0.09             |
     72 |        +71 | Hafnium       | 1s                   | 2S<1/2>             |   (76077.70)                         |     0.11             |
